,Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
0,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,7,TEMP,,,,26.8,26.8,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,1.0,,
1,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,100,"CARBON, TOTAL ORGANIC",,,,11.5,11.5,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,1.0,,
2,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,9,"SP CONDUCTIVITY, FIELD",,,,700.0,700,,,,,uS/cm,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,0.0,,
3,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,12,TURBIDITY,,,,17.0,17.0,,,,,NTU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,1.0,,
4,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,13,COLOR,,,,22.0,22,,,,,PCU,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,0.0,,
5,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,18,NITRATE+NITRITE-N,,,,0.349,0.349,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,3.0,,
6,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,19,NITRITE-N,,,,-0.004,-0.004,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,3.0,,
7,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,20,AMMONIA-N,,,,-0.01,-0.01,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,2.0,,
8,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,21,"KJELDAHL NITROGEN, TOTAL",,,,2.75,2.8,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,1.0,,
9,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,23,"PHOSPHATE, ORTHO AS P",,,,0.045,0.045,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,3.0,,
10,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.111,0.111,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,3.0,,
11,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,32,CHLORIDE,,,,97.2,97.2,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,1.0,,
12,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,36,"IRON, TOTAL",,,,330.0,330.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,2.0,,
13,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,78,NITRATE-N,,,,0.345,0.345,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,3.0,,
14,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,67,"ALKALINITY, TOT, CACO3",,,,126.0,126.00,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,2.0,,
15,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,8,DISSOLVED OXYGEN,,,,8.9,8.90,,,,,mg/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,2.0,,
16,Y,LZ30,3339,,1978-05-22 11:50:00,SAMP,G,0.0,,SW,10,"PH, FIELD",,,,8.05,8.05,,,,,UNITS,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,1,MON,2.0,,
17,Y,LZ30,3380,,1978-06-13 09:00:00,SAMP,G,0.0,,SW,7,TEMP,,,,29.1,29.1,,,,,Deg C,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,1.0,,
18,Y,LZ30,3380,,1978-06-13 09:00:00,SAMP,G,0.0,,SW,36,"IRON, TOTAL",,,,40.0,40.00,,,,,ug/L,,,,,,WMD,WMD,,,,,,,,,,0,,0,0,3,MON,2.0,,
